"epci2018";"Indic";"valeur_b100";"valeur";"valeur_france";"Indicateur";"Unite";"Indicateur_s"
"200034718";"FAM_1";96,57555610294;15,0527811161519;15,5865332011209;"Part des familles monoparentales

parmi l'ensemble des familles";"%";"Familles monoparentales"
"200034726";"FAM_1";92,2641841176762;14,3807876902449;15,5865332011209;"Part des familles monoparentales

parmi l'ensemble des familles";"%";"Familles monoparentales"
"200034825";"FAM_1";94,8363436711421;14,7816981930317;15,5865332011209;"Part des familles monoparentales

parmi l'ensemble des familles";"%";"Familles monoparentales"
"200034833";"FAM_1";69,2840761294451;10,7989855290058;15,5865332011209;"Part des familles monoparentales

parmi l'ensemble des familles";"%";"Familles monoparentales"
"200034874";"FAM_1";56,8730074412709;8,86453018730965;15,5865332011209;"Part des familles monoparentales

parmi l'ensemble des familles";"%";"Familles monoparentales"
"200034882";"FAM_1";85,1789120780537;13,2764394113994;15,5865332011209;"Part des familles monoparentales

parmi l'ensemble des familles";"%";"Familles monoparentales"
"200034957";"FAM_1";80,0289237785173;12,4737347752383;15,5865332011209;"Part des familles monoparentales

parmi l'ensemble des familles";"%";"Familles monoparentales"
"200035087";"FAM_1";86,9916351038585;13,5589800876609;15,5865332011209;"Part des familles monoparentales

parmi l'ensemble des familles";"%";"Familles monoparentales"
"200035103";"FAM_1";65,2474398359703;10,1698138729149;15,5865332011209;"Part des familles monoparentales

parmi l'ensemble des familles";"%";"Familles monoparentales"
"200035111";"FAM_1";69,7703426167039;10,8747776164884;15,5865332011209;"Part des familles monoparentales

parmi l'ensemble des familles";"%";"Familles monoparentales"
"200035129";"FAM_1";108,224513338494;16,868449703256;15,5865332011209;"Part des familles monoparentales

parmi l'ensemble des familles";"%";"Familles monoparentales"
"200035137";"FAM_1";66,0099748328009;10,2886666433661;15,5865332011209;"Part des familles monoparentales

parmi l'ensemble des familles";"%";"Familles monoparentales"
"200035202";"FAM_1";68,2763435711933;10,6419149592354;15,5865332011209;"Part des familles monoparentales

parmi l'ensemble des familles";"%";"Familles monoparentales"
"200035319";"FAM_1";90,0652171765186;14,0380449778797;15,5865332011209;"Part des familles monoparentales

parmi l'ensemble des familles";"%";"Familles monoparentales"
"200035327";"FAM_1";53,4815088122508;8,33591312748187;15,5865332011209;"Part des familles monoparentales

parmi l'ensemble des familles";"%";"Familles monoparentales"
"200035442";"FAM_1";77,7264532416556;12,1148594405644;15,5865332011209;"Part des familles monoparentales

parmi l'ensemble des familles";"%";"Familles monoparentales"
"200035459";"FAM_1";108,477961326261;16,9079534580168;15,5865332011209;"Part des familles monoparentales

parmi l'ensemble des familles";"%";"Familles monoparentales"
"200035533";"FAM_1";82,8527518778176;12,9138716794784;15,5865332011209;"Part des familles monoparentales

parmi l'ensemble des familles";"%";"Familles monoparentales"
"200035541";"FAM_1";64,1381298652491;9,99691090602509;15,5865332011209;"Part des familles monoparentales

parmi l'ensemble des familles";"%";"Familles monoparentales"
"200035632";"FAM_1";84,2623204146757;13,1335745474683;15,5865332011209;"Part des familles monoparentales

parmi l'ensemble des familles";"%";"Familles monoparentales"
"200035665";"FAM_1";106,89878592169;16,6618147592794;15,5865332011209;"Part des familles monoparentales

parmi l'ensemble des familles";"%";"Familles monoparentales"
"200035707";"FAM_1";88,7809124852779;13,8378664007759;15,5865332011209;"Part des familles monoparentales

parmi l'ensemble des familles";"%";"Familles monoparentales"
"200035715";"FAM_1";108,312228625059;16,8821214755188;15,5865332011209;"Part des familles monoparentales

parmi l'ensemble des familles";"%";"Familles monoparentales"
"200035723";"FAM_1";97,519770088191;15,1999513424527;15,5865332011209;"Part des familles monoparentales

parmi l'ensemble des familles";"%";"Familles monoparentales"
"200035731";"FAM_1";87,0655782359882;13,5705052585002;15,5865332011209;"Part des familles monoparentales

parmi l'ensemble des familles";"%";"Familles monoparentales"
"200035756";"FAM_1";40,378649102401;6,29363154850983;15,5865332011209;"Part des familles monoparentales

parmi l'ensemble des familles";"%";"Familles monoparentales"
"200035764";"FAM_1";65,5589981964178;10,2183750202069;15,5865332011209;"Part des familles monoparentales

parmi l'ensemble des familles";"%";"Familles monoparentales"
"200035772";"FAM_1";62,2977426699722;9,71005834480407;15,5865332011209;"Part des familles monoparentales

parmi l'ensemble des familles";"%";"Familles monoparentales"
"200035814";"FAM_1";73,3258472294857;11,428957523427;15,5865332011209;"Part des familles monoparentales

parmi l'ensemble des familles";"%";"Familles monoparentales"
"200035848";"FAM_1";61,797797587996;9,63213423861449;15,5865332011209;"Part des familles monoparentales

parmi l'ensemble des familles";"%";"Familles monoparentales"
"200035855";"FAM_1";88,8316068426843;13,8457678936242;15,5865332011209;"Part des familles monoparentales

parmi l'ensemble des familles";"%";"Familles monoparentales"
"200035863";"FAM_1";92,3993363503112;14,4018532378566;15,5865332011209;"Part des familles monoparentales

parmi l'ensemble des familles";"%";"Familles monoparentales"
"200035970";"FAM_1";62,5325507325519;9,74665678143698;15,5865332011209;"Part des familles monoparentales

parmi l'ensemble des familles";"%";"Familles monoparentales"
"200036069";"FAM_1";76,8227959791229;11,9740106013154;15,5865332011209;"Part des familles monoparentales

parmi l'ensemble des familles";"%";"Familles monoparentales"
"200036077";"FAM_1";88,727912119815;13,8296054812163;15,5865332011209;"Part des familles monoparentales

parmi l'ensemble des familles";"%";"Familles monoparentales"
"200036135";"FAM_1";84,7497212964102;13,2095434477224;15,5865332011209;"Part des familles monoparentales

parmi l'ensemble des familles";"%";"Familles monoparentales"
"200036150";"FAM_1";80,6562093210508;12,5715068445912;15,5865332011209;"Part des familles monoparentales

parmi l'ensemble des familles";"%";"Familles monoparentales"
"200036465";"FAM_1";83,1060995097393;12,9533597922421;15,5865332011209;"Part des familles monoparentales

parmi l'ensemble des familles";"%";"Familles monoparentales"
"200036473";"FAM_1";86,898553670246;13,5444719191068;15,5865332011209;"Part des familles monoparentales

parmi l'ensemble des familles";"%";"Familles monoparentales"
"200036499";"FAM_1";108,489908902766;16,9098156709954;15,5865332011209;"Part des familles monoparentales

parmi l'ensemble des familles";"%";"Familles monoparentales"
"200036523";"FAM_1";79,8464957832467;12,4453005751873;15,5865332011209;"Part des familles monoparentales

parmi l'ensemble des familles";"%";"Familles monoparentales"
"200036549";"FAM_1";86,6525010388539;13,5061208440226;15,5865332011209;"Part des familles monoparentales

parmi l'ensemble des familles";"%";"Familles monoparentales"
"200036572";"FAM_1";84,9465439095471;13,2402212696663;15,5865332011209;"Part des familles monoparentales

parmi l'ensemble des familles";"%";"Familles monoparentales"
"200037059";"FAM_1";92,1750670489567;14,3668974287411;15,5865332011209;"Part des familles monoparentales

parmi l'ensemble des familles";"%";"Familles monoparentales"
"200037133";"FAM_1";92,031609046718;14,3445372995925;15,5865332011209;"Part des familles monoparentales

parmi l'ensemble des familles";"%";"Familles monoparentales"
"200038958";"FAM_1";98,1125690522978;15,2923481498091;15,5865332011209;"Part des familles monoparentales

parmi l'ensemble des familles";"%";"Familles monoparentales"
"200038990";"FAM_1";56,3417102639605;8,78171937637155;15,5865332011209;"Part des familles monoparentales

parmi l'ensemble des familles";"%";"Familles monoparentales"
"200039022";"FAM_1";58,5452283210801;9,12517144993718;15,5865332011209;"Part des familles monoparentales

parmi l'ensemble des familles";"%";"Familles monoparentales"
"200039055";"FAM_1";48,2312064640316;7,51757300881746;15,5865332011209;"Part des familles monoparentales

parmi l'ensemble des familles";"%";"Familles monoparentales"
"200039063";"FAM_1";45,5717388814258;7,10305421108155;15,5865332011209;"Part des familles monoparentales

parmi l'ensemble des familles";"%";"Familles monoparentales"
"200039204";"FAM_1";85,1391660697763;13,2702443866231;15,5865332011209;"Part des familles monoparentales

parmi l'ensemble des familles";"%";"Familles monoparentales"
"200039519";"FAM_1";76,200715978901;11,8770498955432;15,5865332011209;"Part des familles monoparentales

parmi l'ensemble des familles";"%";"Familles monoparentales"
"200039642";"FAM_1";86,1679546873985;13,4305968660782;15,5865332011209;"Part des familles monoparentales

parmi l'ensemble des familles";"%";"Familles monoparentales"
"200039709";"FAM_1";52,1110681528456;8,12230893910202;15,5865332011209;"Part des familles monoparentales

parmi l'ensemble des familles";"%";"Familles monoparentales"
"200039758";"FAM_1";81,758178948202;12,7432657063934;15,5865332011209;"Part des familles monoparentales

parmi l'ensemble des familles";"%";"Familles monoparentales"
"200039808";"FAM_1";76,5125690403591;11,9256569765061;15,5865332011209;"Part des familles monoparentales

parmi l'ensemble des familles";"%";"Familles monoparentales"
"200039824";"FAM_1";95,4302145001218;14,8742620669624;15,5865332011209;"Part des familles monoparentales

parmi l'ensemble des familles";"%";"Familles monoparentales"
"200039832";"FAM_1";105,314569831891;16,4148903924653;15,5865332011209;"Part des familles monoparentales

parmi l'ensemble des familles";"%";"Familles monoparentales"
"200039857";"FAM_1";103,447242224055;16,1238387548963;15,5865332011209;"Part des familles monoparentales

parmi l'ensemble des familles";"%";"Familles monoparentales"
"200039865";"FAM_1";111,64775367908;17,4020141954954;15,5865332011209;"Part des familles monoparentales

parmi l'ensemble des familles";"%";"Familles monoparentales"
"200039907";"FAM_1";66,9194576857453;10,4304234901987;15,5865332011209;"Part des familles monoparentales

parmi l'ensemble des familles";"%";"Familles monoparentales"
"200039915";"FAM_1";117,246542402132;18,2746712586747;15,5865332011209;"Part des familles monoparentales

parmi l'ensemble des familles";"%";"Familles monoparentales"
"200039931";"FAM_1";91,6159252887349;14,2797466126428;15,5865332011209;"Part des familles monoparentales

parmi l'ensemble des familles";"%";"Familles monoparentales"
"200039949";"FAM_1";89,6809163985459;13,9781458095288;15,5865332011209;"Part des familles monoparentales

parmi l'ensemble des familles";"%";"Familles monoparentales"
"200040038";"FAM_1";63,852932937993;9,95245859226974;15,5865332011209;"Part des familles monoparentales

parmi l'ensemble des familles";"%";"Familles monoparentales"
"200040095";"FAM_1";92,5133567080885;14,4196250587776;15,5865332011209;"Part des familles monoparentales

parmi l'ensemble des familles";"%";"Familles monoparentales"
"200040111";"FAM_1";81,8046454338775;12,7505082206106;15,5865332011209;"Part des familles monoparentales

parmi l'ensemble des familles";"%";"Familles monoparentales"
"200040137";"FAM_1";99,529541701774;15,5132050622705;15,5865332011209;"Part des familles monoparentales

parmi l'ensemble des familles";"%";"Familles monoparentales"
"200040178";"FAM_1";66,1851631681461;10,3159724314191;15,5865332011209;"Part des familles monoparentales

parmi l'ensemble des familles";"%";"Familles monoparentales"
"200040202";"FAM_1";75,9427386197236;11,8368401688037;15,5865332011209;"Part des familles monoparentales

parmi l'ensemble des familles";"%";"Familles monoparentales"
"200040210";"FAM_1";67,3939750364345;10,504384294609;15,5865332011209;"Part des familles monoparentales

parmi l'ensemble des familles";"%";"Familles monoparentales"
"200040244";"FAM_1";53,9572759616121;8,4100687321771;15,5865332011209;"Part des familles monoparentales

parmi l'ensemble des familles";"%";"Familles monoparentales"
"200040251";"FAM_1";69,8104203911351;10,8810243521064;15,5865332011209;"Part des familles monoparentales

parmi l'ensemble des familles";"%";"Familles monoparentales"
"200040277";"FAM_1";89,818199823118;13,9995435360794;15,5865332011209;"Part des familles monoparentales

parmi l'ensemble des familles";"%";"Familles monoparentales"
"200040293";"FAM_1";66,6214395416708;10,3839727932272;15,5865332011209;"Part des familles monoparentales

parmi l'ensemble des familles";"%";"Familles monoparentales"
"200040350";"FAM_1";84,7990298674911;13,2172289445249;15,5865332011209;"Part des familles monoparentales

parmi l'ensemble des familles";"%";"Familles monoparentales"
"200040384";"FAM_1";93,115788276143;14,5135232551465;15,5865332011209;"Part des familles monoparentales

parmi l'ensemble des familles";"%";"Familles monoparentales"
"200040392";"FAM_1";97,7475379661337;15,2354524583697;15,5865332011209;"Part des familles monoparentales

parmi l'ensemble des familles";"%";"Familles monoparentales"
"200040400";"FAM_1";74,3501161682954;11,5886055416433;15,5865332011209;"Part des familles monoparentales

parmi l'ensemble des familles";"%";"Familles monoparentales"
"200040418";"FAM_1";63,549797863698;9,90521034327052;15,5865332011209;"Part des familles monoparentales

parmi l'ensemble des familles";"%";"Familles monoparentales"
"200040426";"FAM_1";72,0207176550281;11,2255330689865;15,5865332011209;"Part des familles monoparentales

parmi l'ensemble des familles";"%";"Familles monoparentales"
"200040442";"FAM_1";95,1732017906821;14,8342026956745;15,5865332011209;"Part des familles monoparentales

parmi l'ensemble des familles";"%";"Familles monoparentales"
"200040459";"FAM_1";95,0267623685151;14,8113778665189;15,5865332011209;"Part des familles monoparentales

parmi l'ensemble des familles";"%";"Familles monoparentales"
"200040475";"FAM_1";52,3751936266274;8,16347694376564;15,5865332011209;"Part des familles monoparentales

parmi l'ensemble des familles";"%";"Familles monoparentales"
"200040491";"FAM_1";87,497136327503;13,6377702037163;15,5865332011209;"Part des familles monoparentales

parmi l'ensemble des familles";"%";"Familles monoparentales"
"200040509";"FAM_1";108,74622142624;16,9497659075653;15,5865332011209;"Part des familles monoparentales

parmi l'ensemble des familles";"%";"Familles monoparentales"
"200040558";"FAM_1";72,335686540611;11,2746257989111;15,5865332011209;"Part des familles monoparentales

parmi l'ensemble des familles";"%";"Familles monoparentales"
"200040566";"FAM_1";78,2646653834771;12,1987480547418;15,5865332011209;"Part des familles monoparentales

parmi l'ensemble des familles";"%";"Familles monoparentales"
"200040574";"FAM_1";71,2794664355868;11,1099977015646;15,5865332011209;"Part des familles monoparentales

parmi l'ensemble des familles";"%";"Familles monoparentales"
"200040590";"FAM_1";102,883200191392;16,035924156207;15,5865332011209;"Part des familles monoparentales

parmi l'ensemble des familles";"%";"Familles monoparentales"
"200040624";"FAM_1";91,9499642715832;14,3318117096091;15,5865332011209;"Part des familles monoparentales

parmi l'ensemble des familles";"%";"Familles monoparentales"
"200040657";"FAM_1";87,6086392650049;13,6551496460902;15,5865332011209;"Part des familles monoparentales

parmi l'ensemble des familles";"%";"Familles monoparentales"
"200040681";"FAM_1";87,3275022330564;13,6113301292649;15,5865332011209;"Part des familles monoparentales

parmi l'ensemble des familles";"%";"Familles monoparentales"
"200040715";"FAM_1";104,449756594365;16,2800959900706;15,5865332011209;"Part des familles monoparentales

parmi l'ensemble des familles";"%";"Familles monoparentales"
"200040764";"FAM_1";90,5497599035961;14,1135683909093;15,5865332011209;"Part des familles monoparentales

parmi l'ensemble des familles";"%";"Familles monoparentales"
"200040772";"FAM_1";54,1745190865809;8,44392940397752;15,5865332011209;"Part des familles monoparentales

parmi l'ensemble des familles";"%";"Familles monoparentales"
"200040798";"FAM_1";94,4637985486332;14,7236313238227;15,5865332011209;"Part des familles monoparentales

parmi l'ensemble des familles";"%";"Familles monoparentales"
"200040814";"FAM_1";76,6256351998168;11,9432800709892;15,5865332011209;"Part des familles monoparentales

parmi l'ensemble des familles";"%";"Familles monoparentales"
