"epci2018";"SEXE";"Indic";"valeur_b100";"valeur";"valeur_france";"Indicateur";"Unite";"Indicateur_s";"diffFH";"SUM_DIFF";"SUM_Diff_FH"
"200005932";"Femmes";"FAM_2";57,7308196148525;6,67963086459063;11,5703031918711;"Part des inactifs parmi les 15-64 ans

(hors étudiants et retraités)";"%";"Inactivité";39,3391968935104;139,723140124112;153,250689620443
"200005932";"Hommes";"FAM_2";18,3916227213421;2,12796651076434;5,53219251224746;"Part des inactifs parmi les 15-64 ans

(hors étudiants et retraités)";"%";"Inactivité";39,3391968935104;214,098586666279;153,250689620443
"200005957";"Femmes";"FAM_2";140,167743947292;16,2178329519073;11,5703031918711;"Part des inactifs parmi les 15-64 ans

(hors étudiants et retraités)";"%";"Inactivité";92,5433375502361;202,850052650271;288,1246390605
"200005957";"Hommes";"FAM_2";47,6244063970559;5,51028821346823;5,53219251224746;"Part des inactifs parmi les 15-64 ans

(hors étudiants et retraités)";"%";"Inactivité";92,5433375502361;157,442678167063;288,1246390605
"200006682";"Femmes";"FAM_2";74,1223902178965;8,57618528127244;11,5703031918711;"Part des inactifs parmi les 15-64 ans

(hors étudiants et retraités)";"%";"Inactivité";42,4753737735067;70,551564092373;150,790040131792
"200006682";"Hommes";"FAM_2";31,6470164443898;3,66165575379721;5,53219251224746;"Part des inactifs parmi les 15-64 ans

(hors étudiants et retraités)";"%";"Inactivité";42,4753737735067;200,885413370638;150,790040131792
"200006716";"Femmes";"FAM_2";115,623439370629;13,3779824960511;11,5703031918711;"Part des inactifs parmi les 15-64 ans

(hors étudiants et retraités)";"%";"Inactivité";12,357184927276;85,1920104682949;160,155373803562
"200006716";"Hommes";"FAM_2";103,266254443353;11,9482187339851;5,53219251224746;"Part des inactifs parmi les 15-64 ans

(hors étudiants et retraités)";"%";"Inactivité";12,357184927276;181,742693479255;160,155373803562
"200006930";"Femmes";"FAM_2";97,3082707224567;11,258861953355;11,5703031918711;"Part des inactifs parmi les 15-64 ans

(hors étudiants et retraités)";"%";"Inactivité";4,4942018445839;58,7154759361988;117,777733690643
"200006930";"Hommes";"FAM_2";92,8140688778728;10,738869173882;5,53219251224746;"Part des inactifs parmi les 15-64 ans

(hors étudiants et retraités)";"%";"Inactivité";4,4942018445839;133,946250608667;117,777733690643
"200006971";"Femmes";"FAM_2";79,9300484681808;9,24814894917805;11,5703031918711;"Part des inactifs parmi les 15-64 ans

(hors étudiants et retraités)";"%";"Inactivité";48,1136903475181;79,4069209526218;117,405656062994
"200006971";"Hommes";"FAM_2";31,8163581206627;3,68124909917218;5,53219251224746;"Part des inactifs parmi les 15-64 ans

(hors étudiants et retraités)";"%";"Inactivité";48,1136903475181;187,749304682832;117,405656062994
"200007052";"Femmes";"FAM_2";101,205745783125;11,7098116347019;11,5703031918711;"Part des inactifs parmi les 15-64 ans

(hors étudiants et retraités)";"%";"Inactivité";28,8735029371892;39,2045198332614;152,397098264198
"200007052";"Hommes";"FAM_2";72,3322428459358;8,36905980275527;5,53219251224746;"Part des inactifs parmi les 15-64 ans

(hors étudiants et retraités)";"%";"Inactivité";28,8735029371892;155,980046467886;152,397098264198
"200007177";"Femmes";"FAM_2";119,780485544567;13,8589653422018;11,5703031918711;"Part des inactifs parmi les 15-64 ans

(hors étudiants et retraités)";"%";"Inactivité";71,214374692343;179,079801954672;248,161687712246
"200007177";"Hommes";"FAM_2";48,566110852224;5,61924627410253;5,53219251224746;"Part des inactifs parmi les 15-64 ans

(hors étudiants et retraités)";"%";"Inactivité";71,214374692343;167,464042675142;248,161687712246
"200010650";"Femmes";"FAM_2";107,71396239161;12,4628320286873;11,5703031918711;"Part des inactifs parmi les 15-64 ans

(hors étudiants et retraités)";"%";"Inactivité";64,1369608787398;41,5495577599107;177,178094603834
"200010650";"Hommes";"FAM_2";43,5770015128702;5,04199119696535;5,53219251224746;"Part des inactifs parmi les 15-64 ans

(hors étudiants et retraités)";"%";"Inactivité";64,1369608787398;169,908035080847;177,178094603834
"200010700";"Femmes";"FAM_2";122,669837208073;14,1932720899488;11,5703031918711;"Part des inactifs parmi les 15-64 ans

(hors étudiants et retraités)";"%";"Inactivité";92,3309181737254;103,264358176918;258,034107987113
"200010700";"Hommes";"FAM_2";30,3389190343476;3,51030491741031;5,53219251224746;"Part des inactifs parmi les 15-64 ans

(hors étudiants et retraités)";"%";"Inactivité";92,3309181737254;181,700339754441;258,034107987113
"200011773";"Femmes";"FAM_2";112,969129231962;13,0708707653546;11,5703031918711;"Part des inactifs parmi les 15-64 ans

(hors étudiants et retraités)";"%";"Inactivité";71,5602553903766;66,1850098404457;181,399269299157
"200011773";"Hommes";"FAM_2";41,4088738415854;4,79113225181084;5,53219251224746;"Part des inactifs parmi les 15-64 ans

(hors étudiants et retraités)";"%";"Inactivité";71,5602553903766;159,285726363154;181,399269299157
"200011781";"Femmes";"FAM_2";99,8598482234638;11,5540872063971;11,5703031918711;"Part des inactifs parmi les 15-64 ans

(hors étudiants et retraités)";"%";"Inactivité";56,8484745837658;39,4315335377386;176,058311107626
"200011781";"Hommes";"FAM_2";43,011373639698;4,97654633710158;5,53219251224746;"Part des inactifs parmi les 15-64 ans

(hors étudiants et retraités)";"%";"Inactivité";56,8484745837658;178,601020044437;176,058311107626
"200012060";"Femmes";"FAM_2";108,091304707529;12,5064916787103;11,5703031918711;"Part des inactifs parmi les 15-64 ans

(hors étudiants et retraités)";"%";"Inactivité";62,1266660910828;114,078717279435;204,695930434824
"200012060";"Hommes";"FAM_2";45,9646386164462;5,31824804897069;5,53219251224746;"Part des inactifs parmi les 15-64 ans

(hors étudiants et retraités)";"%";"Inactivité";62,1266660910828;196,882525991426;204,695930434824
"200013050";"Femmes";"FAM_2";84,0244680540049;9,72188570920524;11,5703031918711;"Part des inactifs parmi les 15-64 ans

(hors étudiants et retraités)";"%";"Inactivité";57,2278147016917;88,7889272196881;211,731193126365
"200013050";"Hommes";"FAM_2";26,7966533523132;3,10045403813733;5,53219251224746;"Part des inactifs parmi les 15-64 ans

(hors étudiants et retraités)";"%";"Inactivité";57,2278147016917;240,831725261623;211,731193126365
"200015162";"Femmes";"FAM_2";228,68550829122;26,4596066651657;11,5703031918711;"Part des inactifs parmi les 15-64 ans

(hors étudiants et retraités)";"%";"Inactivité";89,72250333734;261,842808575733;291,332853481621
"200015162";"Hommes";"FAM_2";138,96300495388;16,0784409976988;5,53219251224746;"Part des inactifs parmi les 15-64 ans

(hors étudiants et retraités)";"%";"Inactivité";89,72250333734;150,88451509842;291,332853481621
"200016905";"Femmes";"FAM_2";98,4781269010953;11,3942178601323;11,5703031918711;"Part des inactifs parmi les 15-64 ans

(hors étudiants et retraités)";"%";"Inactivité";35,5857880985285;121,103012332194;186,547954006573
"200016905";"Hommes";"FAM_2";62,8923388025668;7,27683428391578;5,53219251224746;"Part des inactifs parmi les 15-64 ans

(hors étudiants et retraités)";"%";"Inactivité";35,5857880985285;138,993215703176;186,547954006573
"200017341";"Femmes";"FAM_2";120,133920585447;13,8998588480179;11,5703031918711;"Part des inactifs parmi les 15-64 ans

(hors étudiants et retraités)";"%";"Inactivité";57,2189302515903;128,593985805276;232,115152021975
"200017341";"Hommes";"FAM_2";62,9149903338567;7,27945513476362;5,53219251224746;"Part des inactifs parmi les 15-64 ans

(hors étudiants et retraités)";"%";"Inactivité";57,2189302515903;180,003177491033;232,115152021975
"200017846";"Femmes";"FAM_2";78,7265891413459;9,1089050562724;11,5703031918711;"Part des inactifs parmi les 15-64 ans

(hors étudiants et retraités)";"%";"Inactivité";38,0013164689858;61,6679256527878;115,661784904523
"200017846";"Hommes";"FAM_2";40,7252726723601;4,71203752390829;5,53219251224746;"Part des inactifs parmi les 15-64 ans

(hors étudiants et retraités)";"%";"Inactivité";38,0013164689858;177,329710557311;115,661784904523
"200018083";"Femmes";"FAM_2";114,627551595282;13,2627552609926;11,5703031918711;"Part des inactifs parmi les 15-64 ans

(hors étudiants et retraités)";"%";"Inactivité";76,1447233786288;112,159125939026;250,157978740274
"200018083";"Hommes";"FAM_2";38,4828282166532;4,4525799014737;5,53219251224746;"Part des inactifs parmi les 15-64 ans

(hors étudiants et retraités)";"%";"Inactivité";76,1447233786288;176,607415351446;250,157978740274
"200018166";"Femmes";"FAM_2";68,960864074324;7,9789810571334;11,5703031918711;"Part des inactifs parmi les 15-64 ans

(hors étudiants et retraités)";"%";"Inactivité";44,0606036868847;130,732683253932;166,308703345111
"200018166";"Hommes";"FAM_2";24,9002603874393;2,8810356223921;5,53219251224746;"Part des inactifs parmi les 15-64 ans

(hors étudiants et retraités)";"%";"Inactivité";44,0606036868847;240,731168422503;166,308703345111
"200018406";"Femmes";"FAM_2";120,53369505328;13,9461139660298;11,5703031918711;"Part des inactifs parmi les 15-64 ans

(hors étudiants et retraités)";"%";"Inactivité";57,2287169725856;77,0730831764803;150,059782029122
"200018406";"Hommes";"FAM_2";63,3049780806944;7,32457789948389;5,53219251224746;"Part des inactifs parmi les 15-64 ans

(hors étudiants et retraités)";"%";"Inactivité";57,2287169725856;177,029688324058;150,059782029122
"200018521";"Femmes";"FAM_2";82,8918558928097;9,59083904816695;11,5703031918711;"Part des inactifs parmi les 15-64 ans

(hors étudiants et retraités)";"%";"Inactivité";41,9709185410513;94,1770584643933;202,736723560711
"200018521";"Hommes";"FAM_2";40,9209373517584;4,73467652055408;5,53219251224746;"Part des inactifs parmi les 15-64 ans

(hors étudiants et retraités)";"%";"Inactivité";41,9709185410513;207,308936548616;202,736723560711
"200018653";"Femmes";"FAM_2";119,069294080237;13,776678333504;11,5703031918711;"Part des inactifs parmi les 15-64 ans

(hors étudiants et retraités)";"%";"Inactivité";9,46206280259599;223,807837402101;93,3231526979685
"200018653";"Hommes";"FAM_2";109,607231277641;12,6818889790384;5,53219251224746;"Part des inactifs parmi les 15-64 ans

(hors étudiants et retraités)";"%";"Inactivité";9,46206280259599;219,473750339659;93,3231526979685
"200022986";"Femmes";"FAM_2";69,8167796740099;8,07801308708358;11,5703031918711;"Part des inactifs parmi les 15-64 ans

(hors étudiants et retraités)";"%";"Inactivité";38,456486111776;141,697594194038;186,876531629307
"200022986";"Hommes";"FAM_2";31,3602935622339;3,6284810470113;5,53219251224746;"Part des inactifs parmi les 15-64 ans

(hors étudiants et retraités)";"%";"Inactivité";38,456486111776;194,488964645137;186,876531629307
"200023075";"Femmes";"FAM_2";74,54233969916;8,62477470950731;11,5703031918711;"Part des inactifs parmi les 15-64 ans

(hors étudiants et retraités)";"%";"Inactivité";42,5614831296456;94,3060840417522;174,712355572255
"200023075";"Hommes";"FAM_2";31,9808565695144;3,70028206845025;5,53219251224746;"Part des inactifs parmi les 15-64 ans

(hors étudiants et retraités)";"%";"Inactivité";42,5614831296456;202,281764724203;174,712355572255
"200023125";"Femmes";"FAM_2";72,7590782068336;8,41844594814126;11,5703031918711;"Part des inactifs parmi les 15-64 ans

(hors étudiants et retraités)";"%";"Inactivité";42,2709836730094;133,882841140908;113,309499599276
"200023125";"Hommes";"FAM_2";30,4880945338242;3,52756497498775;5,53219251224746;"Part des inactifs parmi les 15-64 ans

(hors étudiants et retraités)";"%";"Inactivité";42,2709836730094;208,163405130743;113,309499599276
"200023240";"Femmes";"FAM_2";102,550244636655;11,8653742284665;11,5703031918711;"Part des inactifs parmi les 15-64 ans

(hors étudiants et retraités)";"%";"Inactivité";56,5329705271787;18,3803202444972;142,605686287076
"200023240";"Hommes";"FAM_2";46,0172741094763;5,32433813510081;5,53219251224746;"Part des inactifs parmi les 15-64 ans

(hors étudiants et retraités)";"%";"Inactivité";56,5329705271787;155,885517258263;142,605686287076
"200023299";"Femmes";"FAM_2";79,5643478329315;9,2058362769051;11,5703031918711;"Part des inactifs parmi les 15-64 ans

(hors étudiants et retraités)";"%";"Inactivité";45,0095519646147;269,099744262222;130,708837320786
"200023299";"Hommes";"FAM_2";34,5547958683168;3,9980946492964;5,53219251224746;"Part des inactifs parmi les 15-64 ans

(hors étudiants et retraités)";"%";"Inactivité";45,0095519646147;357,392986246189;130,708837320786
"200023307";"Femmes";"FAM_2";117,519157108031;13,5973227859305;11,5703031918711;"Part des inactifs parmi les 15-64 ans

(hors étudiants et retraités)";"%";"Inactivité";42,3416432905241;92,731975642432;129,123728820971
"200023307";"Hommes";"FAM_2";75,1775138175069;8,69826628079635;5,53219251224746;"Part des inactifs parmi les 15-64 ans

(hors étudiants et retraités)";"%";"Inactivité";42,3416432905241;148,167016437513;129,123728820971
"200023372";"Femmes";"FAM_2";70,9332861315118;8,20719626937338;11,5703031918711;"Part des inactifs parmi les 15-64 ans

(hors étudiants et retraités)";"%";"Inactivité";37,8812619799196;248,845567886052;121,721559357413
"200023372";"Hommes";"FAM_2";33,0520241515922;3,82421940538968;5,53219251224746;"Part des inactifs parmi les 15-64 ans

(hors étudiants et retraités)";"%";"Inactivité";37,8812619799196;343,531367014106;121,721559357413
"200023414";"Femmes";"FAM_2";94,9654862894902;10,9877946913288;11,5703031918711;"Part des inactifs parmi les 15-64 ans

(hors étudiants et retraités)";"%";"Inactivité";45,4976330087624;21,7227885043458;142,109206044075
"200023414";"Hommes";"FAM_2";49,4678532807278;5,72358060709016;5,53219251224746;"Part des inactifs parmi les 15-64 ans

(hors étudiants et retraités)";"%";"Inactivité";45,4976330087624;159,713043992652;142,109206044075
"200023620";"Femmes";"FAM_2";73,5750114952023;8,51285190344893;11,5703031918711;"Part des inactifs parmi les 15-64 ans

(hors étudiants et retraités)";"%";"Inactivité";44,6267433717233;106,531903116578;144,912263313459
"200023620";"Hommes";"FAM_2";28,948268123479;3,3494023906823;5,53219251224746;"Part des inactifs parmi les 15-64 ans

(hors étudiants et retraités)";"%";"Inactivité";44,6267433717233;216,326883074272;144,912263313459
"200023737";"Femmes";"FAM_2";73,6947797397049;8,52670945246546;11,5703031918711;"Part des inactifs parmi les 15-64 ans

(hors étudiants et retraités)";"%";"Inactivité";25,7286021316508;40,0623128534161;123,111387082917
"200023737";"Hommes";"FAM_2";47,9661776080541;5,54983217880324;5,53219251224746;"Part des inactifs parmi les 15-64 ans

(hors étudiants et retraités)";"%";"Inactivité";25,7286021316508;154,334396106597;123,111387082917
"200023778";"Femmes";"FAM_2";79,2800480408621;9,17294192898882;11,5703031918711;"Part des inactifs parmi les 15-64 ans

(hors étudiants et retraités)";"%";"Inactivité";45,9884068203343;66,5573499584549;178,219697870262
"200023778";"Hommes";"FAM_2";33,2916412205278;3,85194382676501;5,53219251224746;"Part des inactifs parmi les 15-64 ans

(hors étudiants et retraités)";"%";"Inactivité";45,9884068203343;171,296329056113;178,219697870262
"200023794";"Femmes";"FAM_2";117,000907779145;13,5373597672886;11,5703031918711;"Part des inactifs parmi les 15-64 ans

(hors étudiants et retraités)";"%";"Inactivité";67,2764938304517;128,574955733786;211,424639296369
"200023794";"Hommes";"FAM_2";49,7244139486933;5,75326545424486;5,53219251224746;"Part des inactifs parmi les 15-64 ans

(hors étudiants et retraités)";"%";"Inactivité";67,2764938304517;165,916113775545;211,424639296369
"200023919";"Femmes";"FAM_2";101,390934156499;11,7312384909774;11,5703031918711;"Part des inactifs parmi les 15-64 ans

(hors étudiants et retraités)";"%";"Inactivité";66,4067685955635;44,7472355808078;195,110565027336
"200023919";"Hommes";"FAM_2";34,9841655609355;4,04777402454639;5,53219251224746;"Part des inactifs parmi les 15-64 ans

(hors étudiants et retraités)";"%";"Inactivité";66,4067685955635;199,654324596978;195,110565027336
"200026573";"Femmes";"FAM_2";105,071641146462;12,1571074493204;11,5703031918711;"Part des inactifs parmi les 15-64 ans

(hors étudiants et retraités)";"%";"Inactivité";68,0022265851732;37,7430647834457;156,182282718292
"200026573";"Hommes";"FAM_2";37,0694145612888;4,28904365619273;5,53219251224746;"Part des inactifs parmi les 15-64 ans

(hors étudiants et retraités)";"%";"Inactivité";68,0022265851732;150,983575522948;156,182282718292
"200027027";"Femmes";"FAM_2";73,6620921300368;8,52292739692068;11,5703031918711;"Part des inactifs parmi les 15-64 ans

(hors étudiants et retraités)";"%";"Inactivité";28,2106481898786;93,0125520774904;168,998133711203
"200027027";"Hommes";"FAM_2";45,4514439401582;5,25886986895964;5,53219251224746;"Part des inactifs parmi les 15-64 ans

(hors étudiants et retraités)";"%";"Inactivité";28,2106481898786;161,899643041691;168,998133711203
"200027076";"Femmes";"FAM_2";99,9813143967155;11,5681412109179;11,5703031918711;"Part des inactifs parmi les 15-64 ans

(hors étudiants et retraités)";"%";"Inactivité";48,9585354983706;70,6687920513403;152,874543349282
"200027076";"Hommes";"FAM_2";51,0227788983449;5,90349021545654;5,53219251224746;"Part des inactifs parmi les 15-64 ans

(hors étudiants et retraités)";"%";"Inactivité";48,9585354983706;191,770295896337;152,874543349282
"200027100";"Femmes";"FAM_2";114,77579301922;13,2799072431982;11,5703031918711;"Part des inactifs parmi les 15-64 ans

(hors étudiants et retraités)";"%";"Inactivité";55,923886199043;38,4272832602879;139,869065377629
"200027100";"Hommes";"FAM_2";58,851906820177;6,80934405329195;5,53219251224746;"Part des inactifs parmi les 15-64 ans

(hors étudiants et retraités)";"%";"Inactivité";55,923886199043;148,744762599476;139,869065377629
"200027183";"Femmes";"FAM_2";157,523558365814;18,2259533015488;11,5703031918711;"Part des inactifs parmi les 15-64 ans

(hors étudiants et retraités)";"%";"Inactivité";69,8379192118806;170,479808677142;154,187328454411
"200027183";"Hommes";"FAM_2";87,6856391539334;10,1454943058401;5,53219251224746;"Part des inactifs parmi les 15-64 ans

(hors étudiants et retraités)";"%";"Inactivité";69,8379192118806;187,926270519965;154,187328454411
"200027217";"Femmes";"FAM_2";91,6024747329027;10,598684057854;11,5703031918711;"Part des inactifs parmi les 15-64 ans

(hors étudiants et retraités)";"%";"Inactivité";38,9960970389813;99,3494370214307;120,338859214883
"200027217";"Hommes";"FAM_2";52,6063776939214;6,08671739744756;5,53219251224746;"Part des inactifs parmi les 15-64 ans

(hors étudiants et retraités)";"%";"Inactivité";38,9960970389813;160,294247044504;120,338859214883
"200027308";"Femmes";"FAM_2";81,023875708417;9,37470807726865;11,5703031918711;"Part des inactifs parmi les 15-64 ans

(hors étudiants et retraités)";"%";"Inactivité";60,1860056757358;81,7779935339034;217,90599094409
"200027308";"Hommes";"FAM_2";20,8378700326812;2,41100474150927;5,53219251224746;"Part des inactifs parmi les 15-64 ans

(hors étudiants et retraités)";"%";"Inactivité";60,1860056757358;223,253007817799;217,90599094409
"200027548";"Femmes";"FAM_2";167,249185535592;19,3512378524031;11,5703031918711;"Part des inactifs parmi les 15-64 ans

(hors étudiants et retraités)";"%";"Inactivité";109,48656218702;380,235650087544;312,93829358712
"200027548";"Hommes";"FAM_2";57,762623348572;6,68331065300831;5,53219251224746;"Part des inactifs parmi les 15-64 ans

(hors étudiants et retraités)";"%";"Inactivité";109,48656218702;236,347516288447;312,93829358712
"200029734";"Femmes";"FAM_2";92,6366993561107;10,7183469824441;11,5703031918711;"Part des inactifs parmi les 15-64 ans

(hors étudiants et retraités)";"%";"Inactivité";56,0331166121107;106,363235048666;213,135648158345
"200029734";"Hommes";"FAM_2";36,603582744;4,23514550256821;5,53219251224746;"Part des inactifs parmi les 15-64 ans

(hors étudiants et retraités)";"%";"Inactivité";56,0331166121107;160,285483074035;213,135648158345
"200029999";"Femmes";"FAM_2";83,0352219261752;9,60742693290151;11,5703031918711;"Part des inactifs parmi les 15-64 ans

(hors étudiants et retraités)";"%";"Inactivité";58,8377243019406;62,7475504866798;182,045064255212
"200029999";"Hommes";"FAM_2";24,1974976242346;2,79972383996975;5,53219251224746;"Part des inactifs parmi les 15-64 ans

(hors étudiants et retraités)";"%";"Inactivité";58,8377243019406;190,233468120074;182,045064255212
"200030195";"Femmes";"FAM_2";110,524907192792;12,7880668647402;11,5703031918711;"Part des inactifs parmi les 15-64 ans

(hors étudiants et retraités)";"%";"Inactivité";54,1461847684272;37,6248754714469;132,143879569812
"200030195";"Hommes";"FAM_2";56,3787224243648;6,52318912020243;5,53219251224746;"Part des inactifs parmi les 15-64 ans

(hors étudiants et retraités)";"%";"Inactivité";54,1461847684272;141,098578905702;132,143879569812
"200030385";"Femmes";"FAM_2";86,4977032676788;10,0080465220754;11,5703031918711;"Part des inactifs parmi les 15-64 ans

(hors étudiants et retraités)";"%";"Inactivité";40,9691378258385;47,6126592654424;111,709278339201
"200030385";"Hommes";"FAM_2";45,5285654418403;5,26779306053037;5,53219251224746;"Part des inactifs parmi les 15-64 ans

(hors étudiants et retraités)";"%";"Inactivité";40,9691378258385;149,597730319995;111,709278339201
"200030435";"Femmes";"FAM_2";91,5158522693662;10,5886615761905;11,5703031918711;"Part des inactifs parmi les 15-64 ans

(hors étudiants et retraités)";"%";"Inactivité";37,4076072220182;54,0387127061232;167,764611136655
"200030435";"Hommes";"FAM_2";54,108245047348;6,26048800377875;5,53219251224746;"Part des inactifs parmi les 15-64 ans

(hors étudiants et retraités)";"%";"Inactivité";37,4076072220182;150,788172649614;167,764611136655
"200030526";"Femmes";"FAM_2";78,0217152924929;9,02734901483989;11,5703031918711;"Part des inactifs parmi les 15-64 ans

(hors étudiants et retraités)";"%";"Inactivité";53,179048482858;80,9596799903966;219,138839896988
"200030526";"Hommes";"FAM_2";24,8426668096349;2,87437187082109;5,53219251224746;"Part des inactifs parmi les 15-64 ans

(hors étudiants et retraités)";"%";"Inactivité";53,179048482858;213,932484043748;219,138839896988
"200030633";"Femmes";"FAM_2";144,130560410664;16,6763428316568;11,5703031918711;"Part des inactifs parmi les 15-64 ans

(hors étudiants et retraités)";"%";"Inactivité";86,394372684692;190,713581076102;189,430135211779
"200030633";"Hommes";"FAM_2";57,736187725972;6,68025197132283;5,53219251224746;"Part des inactifs parmi les 15-64 ans

(hors étudiants et retraités)";"%";"Inactivité";86,394372684692;221,953755136319;189,430135211779
"200030658";"Femmes";"FAM_2";68,4613852496836;7,92118984274331;11,5703031918711;"Part des inactifs parmi les 15-64 ans

(hors étudiants et retraités)";"%";"Inactivité";31,749501259413;204,575128286655;188,753017102977
"200030658";"Hommes";"FAM_2";36,7118839902706;4,2476762851223;5,53219251224746;"Part des inactifs parmi les 15-64 ans

(hors étudiants et retraités)";"%";"Inactivité";31,749501259413;220,907544650309;188,753017102977
"200030674";"Femmes";"FAM_2";116,304928575631;13,4568328632896;11,5703031918711;"Part des inactifs parmi les 15-64 ans

(hors étudiants et retraités)";"%";"Inactivité";62,6697147908488;78,500874810996;191,653579768585
"200030674";"Hommes";"FAM_2";53,6352137847822;6,20575685250755;5,53219251224746;"Part des inactifs parmi les 15-64 ans

(hors étudiants et retraités)";"%";"Inactivité";62,6697147908488;146,457912333617;191,653579768585
"200032514";"Femmes";"FAM_2";105,003277970046;12,1491976225375;11,5703031918711;"Part des inactifs parmi les 15-64 ans

(hors étudiants et retraités)";"%";"Inactivité";67,314610984838;119,089309702816;177,138257941512
"200032514";"Hommes";"FAM_2";37,688666985208;4,36069303916319;5,53219251224746;"Part des inactifs parmi les 15-64 ans

(hors étudiants et retraités)";"%";"Inactivité";67,314610984838;181,51322209359;177,138257941512
"200033025";"Femmes";"FAM_2";100,563608538733;11,6355144086178;11,5703031918711;"Part des inactifs parmi les 15-64 ans

(hors étudiants et retraités)";"%";"Inactivité";47,4224087691044;37,5953800027197;145,468364097743
"200033025";"Hommes";"FAM_2";53,1411997696286;6,14859793314394;5,53219251224746;"Part des inactifs parmi les 15-64 ans

(hors étudiants et retraités)";"%";"Inactivité";47,4224087691044;126,993403368927;145,468364097743
"200033090";"Femmes";"FAM_2";64,3627411626561;7,44696429511854;11,5703031918711;"Part des inactifs parmi les 15-64 ans

(hors étudiants et retraités)";"%";"Inactivité";41,8473901648145;113,666583087648;129,204119786334
"200033090";"Hommes";"FAM_2";22,5153509978416;2,60509437516425;5,53219251224746;"Part des inactifs parmi les 15-64 ans

(hors étudiants et retraités)";"%";"Inactivité";41,8473901648145;237,913499666141;129,204119786334
"200033116";"Femmes";"FAM_2";104,554629996118;12,0972876916899;11,5703031918711;"Part des inactifs parmi les 15-64 ans

(hors étudiants et retraités)";"%";"Inactivité";64,6035618935881;77,1006245048355;191,830494019377
